phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag,difficulty_score,entropy,familiarity,level_tier
fishing pole,fishing,pole,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
fishing reel,fishing,reel,high,5.5,2.07,2,1.0,concrete,neutral,object_neutral,24.5,1,4,early (1-20)
fishing rod,fishing,rod,medium,5.6,1.67,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
fishing spot,fishing,spot,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
fishing trip,fishing,trip,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
fitness club,fitness,club,medium,5.2,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
fitting room,fitting,room,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
flag pole,flag,pole,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
flag team,flag,team,medium,5.0,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
flash card,flash,card,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
flash drive,flash,drive,medium,5.6,1.67,1,1.0,concrete,neutral,technology,20.0,1,4,mid (21-50)
flash flood,flash,flood,medium,5.4,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
flash light,flash,light,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
flash sale,flash,sale,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
flat bed,flat,bed,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
flat tire,flat,tire,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
flea market,flea,market,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
flight crew,flight,crew,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
flight deck,flight,deck,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
flight path,flight,path,medium,5.2,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
flight plan,flight,plan,medium,5.2,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
flood water,flood,water,medium,5.2,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
floor board,floor,board,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
floor lamp,floor,lamp,medium,5.6,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
floor map,floor,map,high,5.5,2.07,2,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
floor mat,floor,mat,medium,5.4,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
floor plan,floor,plan,medium,5.5,1.67,1,1.0,concrete,neutral,architecture,21.5,1,4,mid (21-50)
floor rug,floor,rug,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
floor tile,floor,tile,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
flower bed,flower,bed,medium,5.6,1.67,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
flower garden,flower,garden,medium,5.6,1.67,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
flower pot,flower,pot,medium,5.6,1.67,3,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
flower shop,flower,shop,medium,5.4,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
flower show,flower,show,medium,5.2,1.63,2,1.0,concrete,neutral,performance,20.0,1,4,mid (21-50)
flower vase,flower,vase,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
fly trap,fly,trap,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
foam cup,foam,cup,medium,5.0,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
folk music,folk,music,medium,5.2,1.63,1,1.0,concrete,neutral,music,20.0,1,4,mid (21-50)
folk song,folk,song,medium,5.2,1.63,1,1.0,concrete,neutral,music,20.0,1,4,mid (21-50)
food festival,food,festival,medium,5.4,1.63,2,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
food truck,food,truck,medium,5.6,1.67,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
food web,food,web,medium,5.2,1.6,1,0.7,concrete,neutral,nature,20.0,1,4,mid (21-50)
foot ball,foot,ball,high,6.2,2.08,1,1.0,concrete,neutral,sports,20.0,1,4,early (1-20)
foot path,foot,path,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
foot race,foot,race,medium,5.2,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
foot rest,foot,rest,high,5.5,2.07,2,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
foot stool,foot,stool,medium,5.2,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
football field,football,field,medium,5.6,1.67,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
football game,football,game,medium,5.6,1.67,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
football helmet,football,helmet,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
football player,football,player,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
football season,football,season,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
football team,football,team,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
for sale,for,sale,high,5.8,2.07,1,1.0,concrete,neutral,commerce,20.0,1,4,early (1-20)
forest fire,forest,fire,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
forest floor,forest,floor,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
forest path,forest,path,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
forest ranger,forest,ranger,medium,5.4,1.63,1,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
forest trail,forest,trail,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
fork lift,fork,lift,medium,5.5,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
formal dress,formal,dress,medium,5.2,1.63,1,1.0,concrete,neutral,clothing,20.0,1,4,mid (21-50)
fourth grade,fourth,grade,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
free sample,free,sample,medium,5.4,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
free shipping,free,shipping,medium,5.6,1.67,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
free throw,free,throw,medium,5.4,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
free time,free,time,medium,5.6,1.67,2,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
free way,free,way,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
freeway exit,freeway,exit,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
freight train,freight,train,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
french fry,french,fry,high,5.8,2.07,1,1.0,concrete,neutral,food,20.0,1,4,early (1-20)
french toast,french,toast,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
fresh fruit,fresh,fruit,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
fresh snow,fresh,snow,medium,5.4,1.63,2,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
fresh water,fresh,water,medium,5.5,1.67,1,1.0,concrete,neutral,nature,23.0,1,4,mid (21-50)
fried chicken,fried,chicken,high,5.8,2.07,1,1.0,concrete,neutral,food,20.0,1,4,early (1-20)
fried egg,fried,egg,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
fried rice,fried,rice,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
frog pond,frog,pond,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
front desk,front,desk,medium,5.6,1.67,2,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
front door,front,door,high,6.5,2.23,2,1.0,concrete,neutral,household,19.5,1,5,early (1-20)
front lawn,front,lawn,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
front office,front,office,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
front room,front,room,medium,5.2,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
front yard,front,yard,high,5.5,2.07,1,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
fruit basket,fruit,basket,medium,5.4,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
fruit bowl,fruit,bowl,medium,5.4,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
fruit cake,fruit,cake,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
fruit cup,fruit,cup,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
fruit drink,fruit,drink,medium,5.4,1.63,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
fruit fly,fruit,fly,medium,5.4,1.63,1,1.0,concrete,neutral,animal,20.0,1,4,mid (21-50)
fruit juice,fruit,juice,medium,5.6,1.67,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
fruit pie,fruit,pie,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
fruit punch,fruit,punch,medium,5.4,1.63,2,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
fruit salad,fruit,salad,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
fruit stand,fruit,stand,medium,5.4,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
fruit tree,fruit,tree,medium,5.6,1.67,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
frying pan,frying,pan,high,5.5,2.07,1,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
fudge brownie,fudge,brownie,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
full moon,full,moon,medium,5.6,1.67,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
full price,full,price,medium,5.4,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
full stop,full,stop,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
full time,full,time,high,5.8,2.07,1,1.0,concrete,neutral,work,20.0,1,4,early (1-20)
fun day,fun,day,medium,5.4,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
fun fair,fun,fair,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
game board,game,board,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
game day,game,day,medium,5.6,2.22,1,1.0,concrete,neutral,sports,20.0,1,4,early (1-20)
game night,game,night,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
game score,game,score,medium,5.2,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
game show,game,show,medium,5.6,1.67,2,1.0,concrete,neutral,communication,20.0,1,4,mid (21-50)
game time,game,time,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
garage door,garage,door,high,5.5,2.07,1,1.0,concrete,neutral,household,23.0,1,4,early (1-20)
garage sale,garage,sale,medium,5.6,1.67,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
garbage bag,garbage,bag,medium,5.6,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
garbage can,garbage,can,medium,5.8,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
garbage truck,garbage,truck,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
garden bed,garden,bed,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
garden gate,garden,gate,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
garden hose,garden,hose,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
garden path,garden,path,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
garden salad,garden,salad,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
garden shed,garden,shed,medium,5.4,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
garden tool,garden,tool,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
garden wall,garden,wall,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
garlic bread,garlic,bread,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
garlic butter,garlic,butter,medium,5.2,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
garlic salt,garlic,salt,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
gas pump,gas,pump,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
gas station,gas,station,medium,6.5,2.23,1,1.0,concrete,neutral,commerce,21.0,1,5,early (1-20)
get together,get,together,medium,5.6,1.67,2,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
gift card,gift,card,medium,5.6,2.22,2,1.0,concrete,neutral,commerce,20.0,1,4,early (1-20)
gift guide,gift,guide,medium,5.2,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
gift item,gift,item,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
gift shop,gift,shop,medium,5.6,1.67,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
gift wrap,gift,wrap,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
ginger ale,ginger,ale,medium,5.4,1.63,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
ginger beer,ginger,beer,medium,5.2,1.63,2,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
ginger bread,ginger,bread,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
ginger root,ginger,root,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
ginger snap,ginger,snap,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
glass bottle,glass,bottle,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
glass door,glass,door,high,5.5,2.07,1,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
glass jar,glass,jar,high,5.5,2.07,1,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
glass pane,glass,pane,high,5.5,2.07,1,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
glazed donut,glazed,donut,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
glee club,glee,club,medium,5.2,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
glue stick,glue,stick,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
goal line,goal,line,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
goat cheese,goat,cheese,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
going out,going,out,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
gold bar,gold,bar,medium,6.5,1.71,2,1.0,concrete,neutral,commerce,16.5,1,5,mid (21-50)
golf ball,golf,ball,medium,5.6,1.67,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
good bye,good,bye,high,5.8,2.07,1,1.0,concrete,neutral,social,20.0,1,4,early (1-20)
good day,good,day,medium,5.6,1.67,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
good luck,good,luck,high,5.8,2.22,2,0.8,concrete,neutral,social,20.0,1,4,early (1-20)
good morning,good,morning,high,5.8,2.22,1,1.0,concrete,neutral,social,20.0,1,4,early (1-20)
good time,good,time,high,5.8,2.06,1,0.8,concrete,neutral,social,20.0,1,4,early (1-20)
grab bar,grab,bar,high,5.5,2.07,1,1.0,concrete,neutral,household,18.5,1,4,early (1-20)
grade level,grade,level,medium,5.2,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
grade point,grade,point,medium,5.2,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
grade school,grade,school,medium,5.6,1.67,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
graduation cap,graduation,cap,medium,5.4,1.63,1,1.0,concrete,neutral,clothing,20.0,1,4,mid (21-50)
graduation day,graduation,day,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
graham cracker,graham,cracker,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
grain elevator,grain,elevator,medium,5.0,1.63,1,1.0,concrete,neutral,agriculture,28.5,1,3,mid (21-50)
grain mill,grain,mill,medium,5.0,1.63,1,1.0,concrete,neutral,agriculture,22.5,1,3,mid (21-50)
grand piano,grand,piano,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
granola bar,granola,bar,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
grape juice,grape,juice,medium,5.6,1.67,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
grape vine,grape,vine,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
grass blade,grass,blade,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
grass seed,grass,seed,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
gravy boat,gravy,boat,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
gravy train,gravy,train,medium,5.2,1.6,1,0.7,concrete,neutral,object,20.0,1,4,mid (21-50)
great day,great,day,medium,5.6,1.67,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
green grass,green,grass,medium,5.6,1.67,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
green house,green,house,medium,5.5,1.67,2,1.0,concrete,neutral,architecture,23.0,1,4,mid (21-50)
green pea,green,pea,medium,5.2,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
green pepper,green,pepper,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
green salad,green,salad,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
green tea,green,tea,medium,5.6,1.67,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
greeting card,greeting,card,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
grilled cheese,grilled,cheese,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
grilled chicken,grilled,chicken,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
grocery bag,grocery,bag,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
grocery cart,grocery,cart,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
grocery list,grocery,list,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
grocery shopping,grocery,shopping,medium,5.4,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
grocery store,grocery,store,high,5.8,2.07,2,1.0,concrete,neutral,commerce,20.0,1,4,early (1-20)
ground beef,ground,beef,high,5.5,2.07,1,1.0,concrete,neutral,food,23.0,1,4,early (1-20)
ground cover,ground,cover,medium,5.0,1.6,2,0.7,concrete,neutral,nature,30.5,2,3,mid (21-50)
ground crew,ground,crew,medium,5.5,1.64,2,0.7,concrete,neutral,transport,28.0,2,4,mid (21-50)
ground floor,ground,floor,medium,5.5,1.67,1,1.0,concrete,neutral,architecture,24.5,1,4,mid (21-50)
group member,group,member,medium,5.2,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
group project,group,project,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
group work,group,work,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
guard rail,guard,rail,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,21.5,1,4,early (1-20)
guessing game,guessing,game,medium,5.2,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
guest book,guest,book,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
guest house,guest,house,medium,5.5,1.67,1,1.0,concrete,neutral,architecture,23.0,1,4,mid (21-50)
guest room,guest,room,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
guide book,guide,book,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
guitar case,guitar,case,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
guitar pick,guitar,pick,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
guitar string,guitar,string,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
guitar tab,guitar,tab,medium,5.5,1.67,1,1.0,concrete,neutral,music,21.5,1,4,mid (21-50)
gummy bear,gummy,bear,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
gummy worm,gummy,worm,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
gym bag,gym,bag,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
gym class,gym,class,medium,5.6,1.67,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
gym floor,gym,floor,medium,5.2,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
gym shoes,gym,shoes,medium,5.4,1.63,1,1.0,concrete,neutral,clothing,20.0,1,4,mid (21-50)
gym teacher,gym,teacher,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
hail storm,hail,storm,medium,5.2,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
hair clip,hair,clip,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
half day,half,day,medium,5.4,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
half measure,half,measure,high,5.0,2.05,2,1.0,concrete,neutral,object_neutral,25.5,1,3,early (1-20)
half moon,half,moon,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
half price,half,price,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
half time,half,time,medium,5.4,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
half tone,half,tone,medium,5.0,1.63,2,1.0,concrete,neutral,music,21.0,1,3,mid (21-50)
ham sandwich,ham,sandwich,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
hammer head,hammer,head,medium,5.2,1.63,1,1.0,concrete,neutral,tool,20.0,1,4,mid (21-50)
hand book,hand,book,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
hand mirror,hand,mirror,medium,5.2,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
hand rail,hand,rail,high,5.5,2.07,1,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
hand towel,hand,towel,high,5.5,2.07,1,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
hand wash,hand,wash,high,6.5,2.08,2,1.0,concrete,neutral,household,18.0,1,5,early (1-20)
handling fee,handling,fee,medium,5.0,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
hang out,hang,out,medium,5.6,1.67,2,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
harbor view,harbor,view,medium,5.0,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
hard drive,hard,drive,medium,5.6,1.67,1,1.0,concrete,neutral,technology,20.0,1,4,mid (21-50)
hard hat,hard,hat,medium,5.5,1.67,1,1.0,concrete,neutral,clothing,18.5,1,4,mid (21-50)
hardware store,hardware,store,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
hat rack,hat,rack,high,5.5,2.07,1,1.0,concrete,neutral,household,18.5,1,4,early (1-20)
head chef,head,chef,medium,5.2,1.63,1,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
head light,head,light,medium,5.6,1.67,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
