phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag,difficulty_score,entropy,familiarity
formal dress,formal,dress,medium,5.2,6.2,1,1.0,concrete,neutral,clothing,20.0,1,4
fourth grade,fourth,grade,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
frame of mind,frame,of,medium,5.0,6.0,1,0.4,abstract,neutral,thought,20.0,1,4
frame work,frame,work,medium,5.4,6.4,1,0.4,abstract,neutral,work,20.0,1,4
freak out,freak,out,medium,5.4,6.4,1,0.5,abstract,negative,action,20.0,1,4
free sample,free,sample,medium,5.4,6.4,2,1.0,concrete,neutral,commerce,20.0,1,4
free shipping,free,shipping,medium,5.6,6.6,2,1.0,concrete,neutral,commerce,20.0,1,4
free throw,free,throw,medium,5.4,6.4,2,1.0,concrete,neutral,sports,20.0,1,4
free time,free,time,medium,5.6,6.6,2,1.0,concrete,neutral,time,20.0,1,4
free way,free,way,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
freeway exit,freeway,exit,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
freight train,freight,train,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
french fry,french,fry,high,5.8,6.8,1,1.0,concrete,neutral,food,20.0,1,4
french toast,french,toast,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
fresh fruit,fresh,fruit,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
fresh idea,fresh,idea,medium,5.2,6.2,1,0.5,abstract,positive,thought,20.0,1,4
fresh snow,fresh,snow,medium,5.4,6.4,2,1.0,concrete,neutral,weather,20.0,1,4
fresh start,fresh,start,medium,5.4,6.4,2,0.5,abstract,positive,action,20.0,1,4
fresh take,fresh,take,medium,5.2,6.2,1,0.4,abstract,positive,thought,20.0,1,4
fresh water,fresh,water,medium,5.5,5.7,1,1.0,concrete,neutral,nature,23.0,1,4
fried chicken,fried,chicken,high,5.8,6.8,1,1.0,concrete,neutral,food,20.0,1,4
fried egg,fried,egg,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
fried rice,fried,rice,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
frog pond,frog,pond,medium,5.2,6.2,1,1.0,concrete,neutral,nature,20.0,1,4
front desk,front,desk,medium,5.6,6.6,2,1.0,concrete,neutral,work,20.0,1,4
front door,front,door,high,6.5,6.9,2,1.0,concrete,neutral,household,19.5,1,5
front lawn,front,lawn,medium,5.4,6.4,2,1.0,concrete,neutral,nature,20.0,1,4
front office,front,office,medium,5.4,6.4,1,1.0,concrete,neutral,work,20.0,1,4
front pocket,front,pocket,medium,5.5,5.7,3,0.7,concrete,neutral,clothing,29.5,2,4
front porch,front,porch,medium,5.5,5.7,3,0.7,concrete,neutral,architecture,28.0,2,4
front room,front,room,medium,5.2,6.2,2,1.0,concrete,neutral,household,20.0,1,4
front yard,front,yard,high,5.5,5.7,1,1.0,concrete,neutral,household,21.5,1,4
fruit basket,fruit,basket,medium,5.4,6.4,2,1.0,concrete,neutral,household,20.0,1,4
fruit bowl,fruit,bowl,medium,5.4,6.4,2,1.0,concrete,neutral,household,20.0,1,4
fruit cake,fruit,cake,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
fruit cup,fruit,cup,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
fruit drink,fruit,drink,medium,5.4,6.4,1,1.0,concrete,neutral,drink,20.0,1,4
fruit fly,fruit,fly,medium,5.4,6.4,1,1.0,concrete,neutral,animal,20.0,1,4
fruit juice,fruit,juice,medium,5.6,6.6,1,1.0,concrete,neutral,drink,20.0,1,4
fruit pie,fruit,pie,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
fruit punch,fruit,punch,medium,5.4,6.4,2,1.0,concrete,neutral,drink,20.0,1,4
fruit salad,fruit,salad,medium,5.6,6.6,2,1.0,concrete,neutral,food,20.0,1,4
fruit stand,fruit,stand,medium,5.4,6.4,2,1.0,concrete,neutral,commerce,20.0,1,4
fruit tree,fruit,tree,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
frying pan,frying,pan,high,5.5,5.7,1,1.0,concrete,neutral,household,21.5,1,4
fudge brownie,fudge,brownie,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
full circle,full,circle,medium,5.4,6.4,1,0.4,abstract,neutral,thought,20.0,1,4
full moon,full,moon,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
full picture,full,picture,medium,5.2,6.2,2,0.5,abstract,neutral,thought,20.0,1,4
full price,full,price,medium,5.4,6.4,2,1.0,concrete,neutral,commerce,20.0,1,4
full stop,full,stop,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
full time,full,time,high,5.8,6.8,1,1.0,concrete,neutral,work,20.0,1,4
fun day,fun,day,medium,5.4,6.4,1,1.0,concrete,neutral,time,20.0,1,4
fun fair,fun,fair,medium,5.4,6.4,1,1.0,concrete,neutral,social,20.0,1,4
game bird,game,bird,medium,5.5,5.7,2,1.0,concrete,neutral,animal,20.0,1,4
game board,game,board,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
game day,game,day,medium,5.6,6.6,1,1.0,concrete,neutral,sports,20.0,1,4
game night,game,night,medium,5.4,6.4,1,1.0,concrete,neutral,social,20.0,1,4
game piece,game,piece,medium,5.4,6.4,3,1.0,concrete,neutral,object,20.0,1,4
game plan,game,plan,medium,5.4,6.4,3,0.8,concrete,neutral,sports,20.0,1,4
game score,game,score,medium,5.2,6.2,2,1.0,concrete,neutral,sports,20.0,1,4
game show,game,show,medium,5.6,6.6,2,1.0,concrete,neutral,communication,20.0,1,4
game time,game,time,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
garage door,garage,door,high,5.5,5.7,1,1.0,concrete,neutral,household,23.0,1,4
garage sale,garage,sale,medium,5.6,6.6,1,1.0,concrete,neutral,commerce,20.0,1,4
garbage bag,garbage,bag,medium,5.6,6.6,1,1.0,concrete,neutral,household,20.0,1,4
garbage can,garbage,can,medium,5.8,6.8,1,1.0,concrete,neutral,household,20.0,1,4
garbage truck,garbage,truck,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
garden bed,garden,bed,medium,5.2,6.2,1,1.0,concrete,neutral,nature,20.0,1,4
garden gate,garden,gate,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
garden hose,garden,hose,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
garden path,garden,path,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
garden salad,garden,salad,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
garden shed,garden,shed,medium,5.4,6.4,2,1.0,concrete,neutral,household,20.0,1,4
garden tool,garden,tool,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
garden wall,garden,wall,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
garlic bread,garlic,bread,medium,5.6,6.6,2,1.0,concrete,neutral,food,20.0,1,4
garlic butter,garlic,butter,medium,5.2,6.2,2,1.0,concrete,neutral,food,20.0,1,4
garlic salt,garlic,salt,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
gas pump,gas,pump,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
gas station,gas,station,medium,6.5,6.9,1,1.0,concrete,neutral,commerce,21.0,1,5
general idea,general,idea,medium,5.2,6.2,1,0.5,abstract,neutral,thought,20.0,1,4
get along,get,along,medium,5.6,6.6,3,0.5,abstract,positive,social,20.0,1,4
get around,get,around,medium,5.6,6.6,3,0.5,abstract,neutral,action,20.0,1,4
get away,get,away,medium,5.6,6.6,3,0.5,abstract,neutral,action,20.0,1,4
get back,get,back,high,5.8,6.8,1,0.5,abstract,neutral,action,20.0,1,4
get in,get,in,high,5.8,6.8,1,0.5,abstract,neutral,action,20.0,1,4
get on,get,on,high,5.8,6.8,1,0.5,abstract,neutral,action,20.0,1,4
get through,get,through,medium,5.6,6.6,2,0.5,abstract,neutral,action,20.0,1,4
get together,get,together,medium,5.6,6.6,2,1.0,concrete,neutral,social,20.0,1,4
gift bag,gift,bag,medium,5.4,6.4,3,1.0,concrete,neutral,object,20.0,1,4
gift basket,gift,basket,high,5.5,5.7,3,1.0,concrete,neutral,object_neutral,23.0,1,4
gift box,gift,box,medium,5.4,6.4,3,1.0,concrete,neutral,object,20.0,1,4
gift card,gift,card,medium,5.6,6.6,2,1.0,concrete,neutral,commerce,20.0,1,4
gift guide,gift,guide,medium,5.2,6.2,2,1.0,concrete,neutral,object,20.0,1,4
gift item,gift,item,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
gift shop,gift,shop,medium,5.6,6.6,2,1.0,concrete,neutral,commerce,20.0,1,4
gift wrap,gift,wrap,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
ginger ale,ginger,ale,medium,5.4,6.4,1,1.0,concrete,neutral,drink,20.0,1,4
ginger beer,ginger,beer,medium,5.2,6.2,2,1.0,concrete,neutral,drink,20.0,1,4
ginger bread,ginger,bread,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
ginger root,ginger,root,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
ginger snap,ginger,snap,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
give away,give,away,medium,5.6,6.6,1,0.5,abstract,neutral,action,20.0,1,4
give back,give,back,medium,5.6,6.6,1,0.5,abstract,positive,action,20.0,1,4
give in,give,in,medium,5.6,6.6,1,0.5,abstract,negative,action,20.0,1,4
give up,give,up,high,5.8,6.8,1,0.5,abstract,negative,action,20.0,1,4
give way,give,way,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
glass bottle,glass,bottle,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
glass door,glass,door,high,5.5,5.7,1,1.0,concrete,neutral,household,21.5,1,4
glass jar,glass,jar,high,5.5,5.7,1,1.0,concrete,neutral,household,20.0,1,4
glass pane,glass,pane,high,5.5,5.7,1,1.0,concrete,neutral,household,21.5,1,4
glazed donut,glazed,donut,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
glee club,glee,club,medium,5.2,6.2,1,1.0,concrete,neutral,school,20.0,1,4
glue stick,glue,stick,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
go about,go,about,medium,5.4,6.4,3,0.4,abstract,neutral,action,20.0,1,4
go along,go,along,medium,5.4,6.4,3,0.5,abstract,neutral,action,20.0,1,4
go away,go,away,medium,5.6,6.6,3,0.5,abstract,negative,action,20.0,1,4
go back,go,back,high,5.8,6.8,1,0.5,abstract,neutral,action,20.0,1,4
go on,go,on,high,5.8,6.8,1,0.5,abstract,neutral,action,20.0,1,4
go through,go,through,medium,5.6,6.6,1,0.5,abstract,neutral,action,20.0,1,4
goal line,goal,line,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
goat cheese,goat,cheese,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
going out,going,out,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
gold bar,gold,bar,medium,6.5,6.9,2,1.0,concrete,neutral,commerce,16.5,1,5
golf ball,golf,ball,medium,5.6,6.6,1,1.0,concrete,neutral,sports,20.0,1,4
golf cart,golf,cart,medium,5.4,6.4,3,1.0,concrete,neutral,transport,20.0,1,4
golf club,golf,club,medium,5.6,6.6,3,1.0,concrete,neutral,sports,20.0,1,4
golf course,golf,course,medium,5.6,6.6,3,1.0,concrete,neutral,sports,20.0,1,4
good bye,good,bye,high,5.8,6.8,1,1.0,concrete,neutral,social,20.0,1,4
good chance,good,chance,medium,5.6,6.6,1,0.4,abstract,positive,thought,20.0,1,4
good day,good,day,medium,5.6,6.6,1,1.0,concrete,neutral,social,20.0,1,4
good fortune,good,fortune,medium,5.2,6.2,2,0.5,abstract,positive,social,20.0,1,4
good idea,good,idea,high,5.8,6.8,1,0.5,abstract,positive,thought,20.0,1,4
good luck,good,luck,high,5.8,6.8,2,0.8,concrete,neutral,social,20.0,1,4
good morning,good,morning,high,5.8,6.8,1,1.0,concrete,neutral,social,20.0,1,4
good news,good,news,high,5.8,6.8,3,0.7,abstract,positive,communication,20.0,1,4
good night,good,night,high,5.8,6.8,3,1.0,concrete,neutral,social,20.0,1,4
good time,good,time,high,5.8,6.8,1,0.8,concrete,neutral,social,20.0,1,4
grab bar,grab,bar,high,5.5,5.7,1,1.0,concrete,neutral,household,18.5,1,4
grade level,grade,level,medium,5.2,6.2,1,1.0,concrete,neutral,school,20.0,1,4
grade point,grade,point,medium,5.2,6.2,1,1.0,concrete,neutral,school,20.0,1,4
grade school,grade,school,medium,5.6,6.6,1,1.0,concrete,neutral,school,20.0,1,4
graduation cap,graduation,cap,medium,5.4,6.4,1,1.0,concrete,neutral,clothing,20.0,1,4
graduation day,graduation,day,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
graham cracker,graham,cracker,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
grain elevator,grain,elevator,medium,5.0,5.0,1,1.0,concrete,neutral,agriculture,28.5,1,3
grain mill,grain,mill,medium,5.0,5.0,1,1.0,concrete,neutral,agriculture,22.5,1,3
grand piano,grand,piano,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
granola bar,granola,bar,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
grape juice,grape,juice,medium,5.6,6.6,1,1.0,concrete,neutral,drink,20.0,1,4
grape vine,grape,vine,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
grass blade,grass,blade,medium,5.2,6.2,1,1.0,concrete,neutral,nature,20.0,1,4
grass field,grass,field,medium,5.4,6.4,3,1.0,concrete,neutral,nature,20.0,1,4
grass seed,grass,seed,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
gravy boat,gravy,boat,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
gravy train,gravy,train,medium,5.2,6.2,1,0.7,concrete,neutral,object,20.0,1,4
great day,great,day,medium,5.6,6.6,1,1.0,concrete,neutral,time,20.0,1,4
green bean,green,bean,medium,5.6,6.6,3,1.0,concrete,neutral,food,20.0,1,4
green grass,green,grass,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
green house,green,house,medium,5.5,5.7,2,1.0,concrete,neutral,architecture,23.0,1,4
green pea,green,pea,medium,5.2,6.2,2,1.0,concrete,neutral,food,20.0,1,4
green pepper,green,pepper,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
green salad,green,salad,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
green tea,green,tea,medium,5.6,6.6,1,1.0,concrete,neutral,drink,20.0,1,4
greeting card,greeting,card,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
grilled cheese,grilled,cheese,medium,5.6,6.6,2,1.0,concrete,neutral,food,20.0,1,4
grilled chicken,grilled,chicken,medium,5.6,6.6,2,1.0,concrete,neutral,food,20.0,1,4
grocery bag,grocery,bag,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
grocery cart,grocery,cart,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
grocery list,grocery,list,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
grocery shopping,grocery,shopping,medium,5.4,6.4,2,1.0,concrete,neutral,commerce,20.0,1,4
grocery store,grocery,store,high,5.8,6.8,2,1.0,concrete,neutral,commerce,20.0,1,4
ground beef,ground,beef,high,5.5,5.7,1,1.0,concrete,neutral,food,23.0,1,4
ground cover,ground,cover,medium,5.0,5.0,2,0.7,concrete,neutral,nature,30.5,2,3
ground crew,ground,crew,medium,5.5,5.7,2,0.7,concrete,neutral,transport,28.0,2,4
ground floor,ground,floor,medium,5.5,5.7,1,1.0,concrete,neutral,architecture,24.5,1,4
ground work,ground,work,medium,5.4,6.4,1,0.5,abstract,neutral,work,20.0,1,4
group member,group,member,medium,5.2,6.2,1,1.0,concrete,neutral,social,20.0,1,4
group project,group,project,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
group work,group,work,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
grow up,grow,up,high,5.8,6.8,1,0.5,abstract,neutral,action,20.0,1,4
guard rail,guard,rail,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,21.5,1,4
guess work,guess,work,medium,5.2,6.2,1,0.4,abstract,neutral,thought,20.0,1,4
guessing game,guessing,game,medium,5.2,6.2,1,1.0,concrete,neutral,social,20.0,1,4
guest book,guest,book,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
guest house,guest,house,medium,5.5,5.7,1,1.0,concrete,neutral,architecture,23.0,1,4
guest room,guest,room,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
guide book,guide,book,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
guitar case,guitar,case,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
guitar pick,guitar,pick,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
guitar string,guitar,string,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
guitar tab,guitar,tab,medium,5.5,5.7,1,1.0,concrete,neutral,music,21.5,1,4
gummy bear,gummy,bear,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
gummy worm,gummy,worm,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
gym bag,gym,bag,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
gym class,gym,class,medium,5.6,6.6,1,1.0,concrete,neutral,school,20.0,1,4
gym floor,gym,floor,medium,5.2,6.2,1,1.0,concrete,neutral,school,20.0,1,4
gym shoes,gym,shoes,medium,5.4,6.4,1,1.0,concrete,neutral,clothing,20.0,1,4
gym teacher,gym,teacher,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
hail storm,hail,storm,medium,5.2,6.2,1,1.0,concrete,neutral,weather,20.0,1,4
hair clip,hair,clip,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
half day,half,day,medium,5.4,6.4,1,1.0,concrete,neutral,time,20.0,1,4
half measure,half,measure,high,5.0,5.0,2,1.0,concrete,neutral,object_neutral,25.5,1,3
half moon,half,moon,medium,5.4,6.4,2,1.0,concrete,neutral,nature,20.0,1,4
half price,half,price,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
half time,half,time,medium,5.4,6.4,2,1.0,concrete,neutral,sports,20.0,1,4
half tone,half,tone,medium,5.0,5.0,2,1.0,concrete,neutral,music,21.0,1,3
half way,half,way,medium,5.6,6.6,1,0.6,abstract,neutral,action,20.0,1,4
ham sandwich,ham,sandwich,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
hammer head,hammer,head,medium,5.2,6.2,1,1.0,concrete,neutral,tool,20.0,1,4
hand around,hand,around,medium,5.0,6.0,1,0.5,abstract,neutral,action,20.0,1,4
hand book,hand,book,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
hand down,hand,down,medium,5.2,6.2,1,0.5,abstract,neutral,action,20.0,1,4
hand in,hand,in,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
hand mirror,hand,mirror,medium,5.2,6.2,2,1.0,concrete,neutral,object,20.0,1,4
hand out,hand,out,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
hand rail,hand,rail,high,5.5,5.7,1,1.0,concrete,neutral,household,20.0,1,4
hand signal,hand,signal,medium,5.2,6.2,3,1.0,concrete,neutral,communication,20.0,1,4
hand towel,hand,towel,high,5.5,5.7,1,1.0,concrete,neutral,household,21.5,1,4
hand wash,hand,wash,high,6.5,6.9,2,1.0,concrete,neutral,household,18.0,1,5
hand work,hand,work,medium,5.2,6.2,2,0.7,abstract,neutral,work,20.0,1,4
handling fee,handling,fee,medium,5.0,6.0,1,1.0,concrete,neutral,commerce,20.0,1,4
hang around,hang,around,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
hang back,hang,back,medium,5.0,6.0,1,0.5,abstract,negative,action,20.0,1,4
hang on,hang,on,medium,5.6,6.6,2,0.5,abstract,neutral,action,20.0,1,4
hang out,hang,out,medium,5.6,6.6,2,1.0,concrete,neutral,social,20.0,1,4
harbor view,harbor,view,medium,5.0,6.0,1,1.0,concrete,neutral,nature,20.0,1,4
hard candy,hard,candy,medium,5.4,6.4,4,1.0,concrete,neutral,food,20.0,1,4
hard drive,hard,drive,medium,5.6,6.6,1,1.0,concrete,neutral,technology,20.0,1,4
hard hat,hard,hat,medium,5.5,5.7,1,1.0,concrete,neutral,clothing,18.5,1,4
hard luck,hard,luck,medium,5.0,6.0,2,0.5,abstract,negative,social,20.0,1,4
hard time,hard,time,medium,5.6,6.6,2,0.6,abstract,negative,time,20.0,1,4
hard way,hard,way,medium,5.4,6.4,5,0.5,abstract,neutral,action,20.0,1,4
hard work,hard,work,high,5.8,6.8,5,0.6,abstract,positive,work,20.0,1,4
hardware store,hardware,store,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
hat rack,hat,rack,high,5.5,5.7,1,1.0,concrete,neutral,household,18.5,1,4
head chef,head,chef,medium,5.2,6.2,1,1.0,concrete,neutral,job,20.0,1,4
head light,head,light,medium,5.6,6.6,2,1.0,concrete,neutral,transport,20.0,1,4
head rest,head,rest,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
head start,head,start,medium,5.4,6.4,1,0.5,abstract,positive,action,20.0,1,4
health club,health,club,medium,5.2,6.2,1,1.0,concrete,neutral,social,20.0,1,4
health food,health,food,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
hear about,hear,about,medium,5.6,6.6,1,0.5,abstract,neutral,communication,20.0,1,4
heat wave,heat,wave,medium,5.4,6.4,1,1.0,concrete,neutral,weather,20.0,1,4
heating pad,heating,pad,high,5.5,5.7,1,1.0,concrete,neutral,household,23.0,1,4
heavy lift,heavy,lift,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,21.5,1,4
heavy rain,heavy,rain,medium,5.4,6.4,1,1.0,concrete,neutral,weather,20.0,1,4
heavy snow,heavy,snow,medium,5.4,6.4,1,1.0,concrete,neutral,weather,20.0,1,4
hedge trim,hedge,trim,high,5.5,5.7,1,1.0,concrete,neutral,household,21.5,1,4
helicopter pad,helicopter,pad,medium,5.0,6.0,1,1.0,concrete,neutral,transport,20.0,1,4
help desk,help,desk,medium,5.4,6.4,1,1.0,concrete,neutral,work,20.0,1,4
help out,help,out,medium,5.6,6.6,1,0.5,abstract,positive,action,20.0,1,4
helping hand,helping,hand,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,24.5,1,4
herb garden,herb,garden,medium,5.2,6.2,1,1.0,concrete,neutral,nature,20.0,1,4
herbal tea,herbal,tea,medium,5.2,6.2,1,1.0,concrete,neutral,drink,20.0,1,4
high chair,high,chair,high,5.5,5.7,1,1.0,concrete,neutral,household,21.5,1,4
high jump,high,jump,medium,5.4,6.4,2,1.0,concrete,neutral,sports,20.0,1,4
high price,high,price,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
high school,high,school,high,6.4,7.6,3,1.0,concrete,neutral,school,20.0,1,4
high score,high,score,medium,5.4,6.4,3,1.0,concrete,neutral,sports,20.0,1,4
high stool,high,stool,low,4.8,5.8,3,1.0,concrete,neutral,household,20.0,1,4
high time,high,time,medium,5.2,6.2,1,0.5,abstract,neutral,time,20.0,1,4
high way,high,way,high,6.0,7.2,2,1.0,concrete,neutral,transport,20.0,1,4
highway exit,highway,exit,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
highway ramp,highway,ramp,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
hiking boot,hiking,boot,medium,5.4,6.4,1,1.0,concrete,neutral,clothing,20.0,1,4
hiking pack,hiking,pack,medium,5.2,6.2,2,1.0,concrete,neutral,object,20.0,1,4
hiking path,hiking,path,medium,5.5,5.7,2,1.0,concrete,neutral,nature,23.0,1,4
hiking stick,hiking,stick,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
hiking trail,hiking,trail,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
hill side,hill,side,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
hill top,hill,top,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
history class,history,class,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
hit back,hit,back,medium,5.4,6.4,1,0.5,abstract,negative,action,20.0,1,4
hockey puck,hockey,puck,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
